JoinField,JoinField2,JoinFieldAlt,Spanish,Polish,Indian_langs,Tagalog,Chinese,Ukranian,Arabic,Korean,Russian,V_20_VAP_White_pct,V_20_VAP_Hispanic_pct,V_20_VAP_Black_pct,V_20_VAP_Asian_pct,V_20_VAP_Native_pct,V_20_VAP_Pacific_pct,bach_pct,owner_pct,renter_pct,drive_pct,transit_pct,walk_pct,bike_pct,wfh_pct,X_22_2022_Age_Age_0_9_pct,X_22_2022_Age_Age_10_19_pct,X_22_2022_Age_Age_20_29_pct,X_22_2022_Age_Age_30_39_pct,X_22_2022_Age_Age_40_49_pct,X_22_2022_Age_Age_50_59_pct,X_22_2022_Age_Age_60_69_pct,X_22_2022_Age_Age_70_79_pct,X_22_2022_Age_Age_O79_pct,X_22_2022_Household_Income_U10K_pct,X_22_2022_Household_Income_10_15K_pct,X_22_2022_Household_Income_15_20K_pct,X_22_2022_Household_Income_20_25K_pct,X_22_2022_Household_Income_25_30K_pct,X_22_2022_Household_Income_30_35K_pct,X_22_2022_Household_Income_35_40K_pct,X_22_2022_Household_Income_40_45K_pct,X_22_2022_Household_Income_45_50K_pct,X_22_2022_Household_Income_50_60K_pct,X_22_2022_Household_Income_60_75K_pct,X_22_2022_Household_Income_75_100K_pct,X_22_2022_Household_Income_100_125K_pct,X_22_2022_Household_Income_125_150K_pct,X_22_2022_Household_Income_150_200K_pct,X_22_2022_Household_Income_O200K_pct,ward_preci,20Primary,Kaegi_margin,Assessor_tot_vote,Harris3_margin,SA_tot_vote,yes_margin,tot_union,median_voting_age,median_household_income,Pres_tot,20Primary_std,Kaegi_margin_std,Harris3_margin_std,yes_margin_std,prog_score_v1_recency,prog_score_v2_equal,prog_score_v3_recent_heavy,prog_score_predicted,prog_score_imputed,imputation_method,jurisdiction,precinct_name,in_chicago,in_evanston,in_skokie,township,in_cook,in_lake,in_mchenry,estimated_turnout_high,estimated_turnout,estimated_turnout_low,estimated_turnout_high_old,estimated_turnout_old,estimated_turnout_low_old,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,median_pct_Abughazaleh,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh,JoinField_norm,JoinField2_norm,JoinFieldAlt_norm,border_uncertainty_mult,exp_Fine,exp_Biss,exp_Abughazaleh,exp_Simmons,exp_Amiwala,exp_Andrew,exp_Huynh,exp_Others,adjusted_Fine,adjusted_Biss,adjusted_Abughazaleh,adjusted_Simmons,adjusted_Amiwala,adjusted_Andrew,adjusted_Huynh,final_Fine,final_Biss,final_Abughazaleh,final_Simmons,final_Amiwala,final_Andrew,final_Huynh,raw_Fine,raw_Biss,raw_Abughazaleh,raw_Simmons,raw_Amiwala,raw_Andrew,raw_Huynh,outside_chicago_weight,evanston_weight,chicago_weight,geo_boost_Biss_evanston,geo_boost_Abughazaleh_chicago,geo_boost_Simmons_chicago,geo_boost_Huynh_chicago,geo_boost_Fine_outside_chicago,geo_boost_Amiwala_niles,tot_cohabitating_couples,straight_cohabitating,lgbt_cohabitating,mlm_cohabitating,wlw_cohabitating,lgbt_pct,mlm_pct,wlw_pct,tot_pop
CITY OF CHICAGO:WARD 46 PRECINCT 08,CITY OF CHICAGO:WARD 46 PRECINCT 08,CITY OF CHICAGO:Ward 46 Precinct 08,,,,,,,,,,0.743048896,0.107170274,0.055785781,0.077610777,0.017605012,0.000238423,0.5604,0.2597,0.7403,0.2315,0.3463,0.0108,0.0508,0.3547,0.069789026,0.029856089,0.382978701,0.260571731,0.087162317,0.095218018,0.024563422,0.045464792,0.004395903,0.006651968,0.047645076,0.015239239,0.01130874,0.0114444,0.026418273,0.014704539,0.010446804,0.041392148,0.061150513,0.089703623,0.146257235,0.147075181,0.065134938,0.149519365,0.155907958,46008.0,0.308863547,-0.02739726,146.0,-0.028169014,426.0,0.629459148,869.0,32.2,102998,406.8457225,1.370080612,-2.264911589,0.217658006,1.002909637,-0.033808094,0.081434167,-0.006563326,0.592893398,-0.033808094,complete,CITY OF CHICAGO,Ward 46 Precinct 08,1,0,0,,0,0,0,567,378,252,223,168,112,0.22204,23.162857827027032,88,0.62528,29.154607804215914,110,0.14316,20.992315073674053,79,0.00768,10.785009454870863,41,0.00066,4.450884436079945,17,0.00086,4.9802356150600176,19,0.00032,2.8988679826731816,11,CITY OF CHICAGO:WARD 46 PRECINCT 08,CITY OF CHICAGO:WARD 46 PRECINCT 08,CITY OF CHICAGO:WARD 46 PRECINCT 08,1.2,68.14061249,4.498514691,4.498514691,4.498514691,4.498514691,4.868299361,4.498514691,4.498514691,16.826477038028617,20.33159552495664,15.80264950383798,9.284651588490213,3.5079242157101396,3.8956675840555772,2.0779465606314735,22.56592238943797,28.353549295874394,20.55776683800032,10.565765567936877,4.297736315600397,4.801169350019155,2.8089272132503824,14.453265094082578,23.758234942416323,19.42840120581918,12.550821719771793,3.20774969778466,0.002297097385483387,0.0038967242984337533,0.2,0.3,1.0,1.000005894,1.5,1.8,1.4,1.0,1.000007251,446.1335426,413.0226808,55.35030735,36.08472958,19.26557777,0.12406668,0.080883247,0.043183433,2542.125441
CITY OF CHICAGO:WARD 46 PRECINCT 10,CITY OF CHICAGO:WARD 46 PRECINCT 10,CITY OF CHICAGO:Ward 46 Precinct 10,,,,,,,,,,0.647933089,0.126523997,0.131519549,0.079232947,0.022647253,0.00055813,0.5874,0.3439,0.6561,0.3528,0.3406,0.0589,0.0266,0.1999,0.037264882,0.082508449,0.274972071,0.223395073,0.067098064,0.135496226,0.107459642,0.01769262,0.054112972,0.098941239,0.057875636,0.041680983,0.063150289,0.035967184,0.00474954,0.020685926,0.016021023,0.030350052,0.07473977,0.107078775,0.087810045,0.113713214,0.030765981,0.167940055,0.048530288,46010.0,0.367219639,0.274725275,273.0,0.199170124,482.0,0.707021792,826.0,36.3,67822,342.6538481,1.618687731,-0.410370531,1.015567244,1.249660855,0.808074276,0.868386325,0.83751046,0.842649646,0.808074276,complete,CITY OF CHICAGO,Ward 46 Precinct 10,1,0,0,,0,0,0,1251,834,556,192,144,96,0.17478,20.862086762739196,174,0.3672,24.699208494780926,206,0.44194,25.852351576792977,216,0.01354,11.84504164344198,99,0.0011,5.655144110084795,47,0.00104,4.9232628988051506,41,0.0004,2.8534658602894916,24,CITY OF CHICAGO:WARD 46 PRECINCT 10,CITY OF CHICAGO:WARD 46 PRECINCT 10,CITY OF CHICAGO:WARD 46 PRECINCT 10,1.2,32.61595995,12.54471039,12.54471039,12.54471039,12.54471039,2.330244053,12.54471039,2.330244053,15.862860543304498,18.10412886453371,20.083677363318476,10.431320759668292,4.511453754513805,3.8971687485368833,2.079191158915978,20.278763841083187,24.01810409368187,25.17169888792678,11.512501820492412,5.467086605392139,4.74759021225433,2.7550915092887562,13.489648599358459,21.530768281993392,23.709429065299677,13.697490890949874,4.211279236588325,0.003798261866789128,0.005141322582938346,0.2,0.3,1.0,1.000029977,1.5,1.8,1.4,1.0,1.000043985,793.8549282,718.8327554,147.8907302,121.3289131,26.56181704,0.186294403,0.15283512,0.033459283,3007.247694
CITY OF CHICAGO:WARD 46 PRECINCT 12,CITY OF CHICAGO:WARD 46 PRECINCT 12,CITY OF CHICAGO:Ward 46 Precinct 12,,,,,,,,,,0.67666562,0.092284982,0.093873627,0.127715221,0.015256825,0.000306031,0.6155,0.4482,0.5518,0.3478,0.39,0.0098,0.0378,0.2022,0.034863091,0.020748937,0.322820279,0.240279226,0.088462855,0.094516009,0.078595467,0.092801084,0.02691305,0.024008738,0.011576043,0.048381134,0.000982866,0.038284845,0.00900891,0.042210703,0.017519468,0.019438734,0.05280348,0.151292947,0.236580968,0.106164262,0.045169681,0.105384287,0.091192935,46012.0,0.343840707,0.507692308,260.0,-0.095320624,577.0,0.620658949,1123.0,35.5,83928,473.1178891,1.519089408,1.019668204,-0.01802904,0.974913431,0.720198656,0.873910501,0.541810748,0.624150933,0.720198656,complete,CITY OF CHICAGO,Ward 46 Precinct 12,1,0,0,,0,0,0,1191,794,529,167,126,84,0.17342,20.800363079294335,165,0.36522,24.72034739024859,196,0.44514,25.86506519047201,205,0.01334,11.832244798559188,94,0.00132,5.695280681347901,45,0.00132,4.896910877325965,39,0.00024,2.8236157926151564,22,CITY OF CHICAGO:WARD 46 PRECINCT 12,CITY OF CHICAGO:WARD 46 PRECINCT 12,CITY OF CHICAGO:WARD 46 PRECINCT 12,1.2,36.06176078,11.75707626,11.75707626,11.75707626,11.75707626,2.576428953,11.75707626,2.576428953,15.8623933676936,18.103408921326466,20.083070664234288,10.42792783708278,4.511367183191795,3.8971909624766368,2.0804945727465127,20.279231504002066,24.01868530798778,25.172343094679228,11.508982519785524,5.467445736054088,4.747683155342794,2.756465652268001,13.489181423747562,21.53004833878615,23.70882236621549,13.69409796836436,4.211192665266315,0.0038204758065426593,0.006444736413473146,0.2,0.3,1.0,1.000010459,1.5,1.8,1.4,1.0,1.000006884,63.01027362,58.83135383,10.64318539,8.488430096,2.154755295,0.168911906,0.134715017,0.034196888,1968.078649
CITY OF CHICAGO:WARD 46 PRECINCT 15,CITY OF CHICAGO:WARD 46 PRECINCT 15,CITY OF CHICAGO:Ward 46 Precinct 15,,,,,,,,,,0.550124727,0.114859623,0.202861722,0.123409837,0.019608676,0.001451408,0.6861,0.4693,0.5307,0.2971,0.3984,0.0274,0.0516,0.2104,0.036306473,0.019621372,0.173705247,0.248680654,0.1840235,0.112457798,0.10652082,0.063540007,0.055144129,0.038368983,0.044867524,0.004884149,0.008769139,0.063139656,0.064090116,0.040720608,0.035049917,0.046492066,0.136890547,0.046580155,0.102117787,0.075357415,0.06014332,0.071478793,0.161049826,46015.0,0.110103315,0.258215962,213.0,-0.112135177,651.0,0.602982293,1073.0,42.3,65387,464.7967202,0.523327391,-0.511710865,-0.077044339,0.918678416,0.153275478,0.213312651,0.09520408,1.116955411,0.153275478,complete,CITY OF CHICAGO,Ward 46 Precinct 15,1,0,0,,0,0,0,866,577,385,163,123,82,0.23112,23.351435642185397,135,0.63178,29.225118736697926,169,0.1262,20.446458324307393,118,0.0092,11.108306395639241,64,0.00072,4.3397574613036,25,0.00058,5.000004092058457,29,0.0004,2.895555591429859,17,CITY OF CHICAGO:WARD 46 PRECINCT 15,CITY OF CHICAGO:WARD 46 PRECINCT 15,CITY OF CHICAGO:WARD 46 PRECINCT 15,1.2,60.59049084,6.150349167,6.150349167,6.150349167,6.150349167,4.328881662,6.150349167,4.328881662,16.826035717890996,20.221605744684798,15.220292914278243,9.463955957102637,3.438046345437653,3.899247764917724,2.082026737788176,22.756765097013233,28.47048495945159,19.95956738706532,10.888033497584397,4.235705291717952,4.8160114388806115,2.824269298406394,14.452823773944955,23.64824516214448,18.846044616259444,12.730126088384218,3.1378718275121735,0.005877278247630012,0.007976901455135991,0.2,0.3,1.0,1.000018149,1.5,1.8,1.4,1.0,1.000010199,142.531368,132.2340533,21.54226663,17.06314153,4.479125095,0.151140531,0.119714992,0.031425539,1968.559374
CITY OF CHICAGO:WARD 46 PRECINCT 17,CITY OF CHICAGO:WARD 46 PRECINCT 17,CITY OF CHICAGO:Ward 46 Precinct 17,,,,,,,,,,0.479117422,0.126209537,0.314079612,0.067967876,0.025539095,0.002041643,0.5198,0.3573,0.6427,0.341,0.3319,0.0728,0.0161,0.2174,0.068732423,0.098342759,0.164950359,0.261194695,0.140467018,0.146607505,0.095579882,0.012979992,0.011145367,0.056427606,0.042974122,0.035592797,0.009140064,0.047312849,0.055448619,0.022270828,0.012686207,0.026911628,0.078689912,0.105656219,0.144640936,0.058777904,0.063999432,0.109260201,0.130210677,46017.0,0.034848521,0.420408163,245.0,0.302158273,556.0,0.757635468,1015.0,38.3,76191,404.7654303,0.202728856,0.483885494,1.377032481,1.410678912,0.986011798,0.868581436,1.087702007,1.235392676,0.986011798,complete,CITY OF CHICAGO,Ward 46 Precinct 17,1,0,0,,0,0,0,797,531,354,142,107,71,0.179,20.877107063237265,111,0.36736,24.7101417767146,131,0.43698,25.698118981096506,136,0.01376,11.941045419620497,63,0.00144,5.647623299181354,30,0.00116,4.984035004858322,26,0.0003,2.8957508876683344,15,CITY OF CHICAGO:WARD 46 PRECINCT 17,CITY OF CHICAGO:WARD 46 PRECINCT 17,CITY OF CHICAGO:WARD 46 PRECINCT 17,1.2,26.30643866,13.9869279,13.9869279,13.9869279,13.9869279,1.879460924,13.9869279,1.879460924,15.862969093625928,18.07748433779031,19.94111672723511,10.487176719904575,4.494354074040821,3.9005507947021623,2.081599539222886,20.31541596869106,24.03258362151663,25.033852854466694,11.602155828116304,5.453756764777983,4.75327215068738,2.7597997818634346,13.489757149679889,21.504123755249992,23.56686842921631,13.753346851186155,4.194179556115341,0.007180308032068058,0.007549702889846506,0.2,0.3,1.0,1.000051305,1.5,1.8,1.4,1.0,1.000054762,402.3038733,366.150597,74.2742258,60.17509184,14.09913396,0.184622199,0.149576218,0.035045981,2292.383753
CITY OF CHICAGO:WARD 46 PRECINCT 18,CITY OF CHICAGO:WARD 46 PRECINCT 18,CITY OF CHICAGO:Ward 46 Precinct 18,,,,,,,,,,0.508288128,0.120245423,0.260239878,0.099727636,0.019801413,0.001666676,0.5312,0.3856,0.6144,0.4612,0.2867,0.0452,0.0197,0.1812,0.081061317,0.05886911,0.283013745,0.219709575,0.10419457,0.147288282,0.069921681,0.025523016,0.010418705,0.084202037,0.054545145,0.049896944,0.059501507,0.017568273,0.024252306,0.013199888,0.025577479,0.050608214,0.066037643,0.082053652,0.114234048,0.064644783,0.019160114,0.139870494,0.134647473,46018.0,0.162579539,0.172093023,215.0,0.150793651,504.0,0.740659341,910.0,35.8,69983,379.8019236,0.746885249,-1.040365659,0.845776705,1.356672501,0.487131345,0.477242199,0.560838246,0.946179384,0.487131345,complete,CITY OF CHICAGO,Ward 46 Precinct 18,1,0,0,,0,0,0,822,548,365,135,102,68,0.17658,20.88361951409458,114,0.36308,24.674984350640027,135,0.44394,25.84009915226796,142,0.01352,11.822635910263276,65,0.00126,5.6244365564472325,31,0.00118,4.9181834400316635,27,0.00044,2.837589052441029,16,CITY OF CHICAGO:WARD 46 PRECINCT 18,CITY OF CHICAGO:WARD 46 PRECINCT 18,CITY OF CHICAGO:WARD 46 PRECINCT 18,1.2,45.98038054,9.489898385,9.489898385,9.489898385,9.489898385,3.285063768,9.489898385,3.285063768,15.862663056304326,18.103824526248545,20.0834208962013,10.441434726607937,4.51141715861649,3.8999967227286185,2.0819982337736147,20.274795561882133,24.01259122514176,25.16667433450972,11.522791647736524,5.466132647588156,4.750185577780431,2.7576659754807578,13.489451112358287,21.530463943708227,23.7091725981825,13.707604857889518,4.211242640691011,0.006626236058524438,0.007948397440574828,0.2,0.3,1.0,1.000103063,1.5,1.8,1.4,1.0,1.000098458,373.0660171,340.4490029,68.54861399,55.16324879,13.38536521,0.183743924,0.147864577,0.035879347,2829.196014
CITY OF CHICAGO:WARD 46 PRECINCT 21,CITY OF CHICAGO:WARD 46 PRECINCT 21,CITY OF CHICAGO:Ward 46 Precinct 21,,,,,,,,,,0.551242916,0.124926697,0.21057751,0.10929724,0.017769401,0.005277823,0.3758,0.3525,0.6475,0.3068,0.3683,0.0161,0.0245,0.2802,0.049188688,0.015353048,0.114000021,0.146829769,0.13353189,0.195836847,0.10067425,0.113136668,0.131448821,0.036856648,0.167487173,0.095659015,0.060016261,0.067480422,0.009118268,0.023656504,1.98e-09,0.002981306,0.046709332,0.118328286,0.180506432,0.015780451,0.064928442,0.068101529,0.042389928,46021.0,0.058716841,0.247311828,93.0,0.027777778,288.0,0.684647303,482.0,53.3,57867,214.5672839,0.304412058,-0.578644516,0.414018662,1.178480554,0.34052735,0.329566689,0.357417744,0.570710397,0.34052735,complete,CITY OF CHICAGO,Ward 46 Precinct 21,1,0,0,,0,0,0,504,336,224,129,97,65,0.21786,21.46794791757747,72,0.4152,24.994098689865783,84,0.34286,23.91968073817402,80,0.021,12.897649692168756,43,0.00148,5.468629336674196,18,0.00108,5.0083493208691054,17,0.00052,2.8931715972367913,10,CITY OF CHICAGO:WARD 46 PRECINCT 21,CITY OF CHICAGO:WARD 46 PRECINCT 21,CITY OF CHICAGO:WARD 46 PRECINCT 21,1.2,52.49142578,8.001616941,8.001616941,8.001616941,8.001616941,3.750244755,8.001616941,3.750244755,15.86257084351755,17.73244199265633,18.107432762676464,11.00771065405386,4.274356745743215,3.8991781103437537,2.0815967518810385,20.86893489996829,24.319421656366472,23.309670514148934,12.57417859530842,5.297106994403067,4.786813390865846,2.7947109190584616,13.489358899571512,21.159081410116013,21.733184464657665,14.27388078533544,3.9741822278177352,0.005807623673659595,0.007546915547998661,0.2,0.3,1.0,1.000139496,1.5,1.8,1.4,1.0,1.000052343,114.1151468,107.5335277,15.89714101,13.87202722,2.025113798,0.139307896,0.121561665,0.017746231,2187.745744
CITY OF CHICAGO:WARD 47 PRECINCT 02,CITY OF CHICAGO:WARD 47 PRECINCT 02,CITY OF CHICAGO:Ward 47 Precinct 02,,,,,,,,,,0.725247432,0.140075561,0.039855005,0.076813078,0.022298013,0.001201421,0.6426,0.3037,0.6963,0.4013,0.2931,0.0076,0.0016,0.2662,0.077051974,0.038046617,0.183745784,0.385129285,0.108009756,0.099188681,0.061530717,0.039489788,0.007807398,0.050011073,0.008275425,0.001420132,0.002021842,0.017426364,0.016185879,0.018087778,0.042316628,0.006396735,0.12258447,0.1341636,0.117151201,0.109067242,0.080478247,0.127678239,0.146735145,47002.0,0.228419931,0.455445545,202.0,0.142118863,387.0,0.671428571,700.0,36.0,92309,315.6100492,1.027376791,0.698958042,0.815330151,1.136427601,0.898318482,0.919523146,0.877479883,0.455765884,0.898318482,complete,CITY OF CHICAGO,Ward 47 Precinct 02,1,0,0,,0,0,0,653,435,290,186,140,93,0.17476,20.826376522492644,91,0.3659,24.69735083903976,107,0.4437,25.849742451711744,112,0.01304,11.824878016109249,51,0.00112,5.675181859855679,25,0.00124,4.8891901205957655,21,0.00024,2.889532126402413,13,CITY OF CHICAGO:WARD 47 PRECINCT 02,CITY OF CHICAGO:WARD 47 PRECINCT 02,CITY OF CHICAGO:WARD 47 PRECINCT 02,1.2,29.29795905,13.30313227,13.30313227,13.30313227,13.30313227,2.093189804,13.30313227,2.093189804,15.862883861183077,18.104164798661902,20.083707645155222,10.424021174591527,4.511458075500449,3.8953446941245264,2.0776669556792364,20.281435289880445,24.021800051838547,25.175093042747996,11.505058671899354,5.467783906269124,4.745932429636994,2.7537335778470347,13.489671917237038,21.530804216121584,23.709459347136423,13.690191305873109,4.211283557574969,0.0019742074544326265,0.0036171193461966185,0.2,0.3,1.0,1.000172928,1.5,1.8,1.4,1.0,1.000635693,348.9292569,334.6849957,25.72168578,14.63729678,11.084389,0.073716048,0.041949182,0.031766866,1740.223224
CITY OF CHICAGO:WARD 47 PRECINCT 05,CITY OF CHICAGO:WARD 47 PRECINCT 05,CITY OF CHICAGO:Ward 47 Precinct 05,,,,,,,,,,0.666584681,0.120742447,0.072422322,0.129249424,0.013845971,0.002246661,0.462,0.1293,0.8707,0.3241,0.3926,0.012,0.0521,0.1787,0.073983332,0.027770731,0.175858892,0.385631755,0.132652934,0.070688495,0.065603124,0.056903911,0.010906826,0.083706657,0.094531821,0.027730268,0.037874067,0.021677437,0.021679996,1.32e-09,0.066849329,0.012613283,0.023465916,0.113380886,0.204592102,0.077865118,0.089756573,0.038591703,0.085684844,47005.0,0.104371751,0.31884058,276.0,0.359605911,609.0,0.78388998,1018.0,36.3,74536,397.9301844,0.49890993,-0.139574298,1.578660768,1.49420279,0.966024881,0.858049797,1.110147075,0.563578495,0.966024881,complete,CITY OF CHICAGO,Ward 47 Precinct 05,1,0,0,,0,0,0,1019,679,453,196,147,98,0.17476,20.837917276949113,141,0.36686,24.701851298966226,168,0.44276,25.775467621255576,175,0.012,11.779158265321296,80,0.0015,5.635226555006597,38,0.00158,4.972515865868629,34,0.00054,2.9518318491098396,20,CITY OF CHICAGO:WARD 47 PRECINCT 05,CITY OF CHICAGO:WARD 47 PRECINCT 05,CITY OF CHICAGO:WARD 47 PRECINCT 05,1.2,26.96748133,13.83582811,13.83582811,13.83582811,13.83582811,1.926689053,13.83582811,1.926689053,15.862378584100245,18.103386138999298,20.083051465474036,10.426202819369536,4.511364443675452,3.8967968449698165,2.0802197912814506,20.279829947568697,24.019510464226293,25.17310556638101,11.507221021823065,5.467612029921454,4.747328053616009,2.7562298865829744,13.489166640154206,21.53002555645898,23.708803167455237,13.692372950651116,4.211189925749973,0.0034263582997225133,0.006169954948410825,0.2,0.3,1.0,1.000277738,1.5,1.8,1.4,1.0,1.000264393,593.114351,515.8859215,148.8964127,106.8841471,42.01226559,0.251041663,0.180208331,0.070833332,2842.392935
CITY OF CHICAGO:WARD 47 PRECINCT 06,CITY OF CHICAGO:WARD 47 PRECINCT 06,CITY OF CHICAGO:Ward 47 Precinct 06,,,,,,,,,,0.642621722,0.120080663,0.070356097,0.141371992,0.018356167,0.003918421,0.6466,0.2884,0.7116,0.3761,0.3768,0.0089,0.0103,0.2107,0.105751045,0.01495132,0.179767825,0.297357314,0.202521378,0.100568816,0.046770069,0.035429207,0.016883024,0.074100489,0.049507736,0.004266212,0.037535648,0.026467839,0.008786073,1.17e-09,0.056950218,0.021217876,0.043495015,0.124466374,0.234555592,0.055254556,0.098364081,0.070950102,0.094082189,47006.0,0.183342881,0.210084034,238.0,0.382524272,515.0,0.789221557,835.0,37.8,80671,368.8060932,0.835340704,-0.807162632,1.65909906,1.511164217,0.881986173,0.799610337,1.053883917,0.580976123,0.881986173,complete,CITY OF CHICAGO,Ward 47 Precinct 06,1,0,0,,0,0,0,735,490,327,207,156,104,0.1754,20.841494888854857,102,0.36988,24.762955643095054,121,0.43738,25.757496362873056,126,0.0144,11.895508223181412,58,0.0013,5.69955634705622,28,0.00118,4.943043375142435,24,0.00046,2.853397150510962,14,CITY OF CHICAGO:WARD 47 PRECINCT 06,CITY OF CHICAGO:WARD 47 PRECINCT 06,CITY OF CHICAGO:WARD 47 PRECINCT 06,1.2,29.88086603,13.16989258,13.16989258,13.16989258,13.16989258,2.134835536,13.16989258,2.134835536,15.862261770930319,18.086706548899603,19.995083393188345,10.451288499662507,4.500807538380487,3.89694557153788,2.0806602982840854,20.305431602626836,24.032616023181518,25.092213004885437,11.552864645542202,5.460317355330043,4.7491003625759545,2.758293975977491,13.48904982698428,21.513345966359285,23.620835095169546,13.717458630944087,4.200633020455007,0.0035750848677856906,0.006610461951045569,0.2,0.3,1.0,1.000407642,1.5,1.8,1.4,1.0,1.000248681,286.60711,249.2884764,71.95032605,51.64898939,20.30133666,0.251041665,0.180208333,0.070833332,1705.935597
CITY OF CHICAGO:WARD 48 PRECINCT 02,CITY OF CHICAGO:WARD 48 PRECINCT 02,CITY OF CHICAGO:Ward 48 Precinct 02,,,,,,,,,,0.524633749,0.079893467,0.126497984,0.247669728,0.01731025,2.37e-10,0.2801,0.4145,0.5855,0.2604,0.3507,0.005,0.188,0.1846,0.027855147,0.380222773,0.263231156,0.073816148,0.040389971,0.044568244,0.05013927,0.079387177,0.040389964,0.128440347,0.041284401,0.032110095,0.036697246,0.036697243,0.013761466,0.027522932,0.013761466,0.091743099,0.059633021,0.14678897,0.12385319,0.07339448,0.027522935,0.082568791,0.064220171,48002.0,0.493100537,0.563636364,110.0,-0.011363636,176.0,0.734265734,286.0,28.8,61875,124.520349,2.15496229,1.363073733,0.276641103,1.336332422,1.094920268,1.282752387,0.893698011,0.882590481,1.094920268,complete,CITY OF CHICAGO,Ward 48 Precinct 02,1,0,0,,0,0,0,309,206,137,98,74,49,0.08444,18.068176505021178,37,0.14304,20.32752383906297,42,0.75958,30.078573314666123,62,0.00522,10.26649043033528,21,0.0061,10.438243526631585,22,0.00126,4.9683324801984545,10,0.00036,2.9506741662529583,6,CITY OF CHICAGO:WARD 48 PRECINCT 02,CITY OF CHICAGO:WARD 48 PRECINCT 02,CITY OF CHICAGO:WARD 48 PRECINCT 02,1.2,22.92303626,14.76029912,14.76029912,14.76029912,14.76029912,1.637734072,14.76029912,1.637734072,14.655543131859579,14.087326064021585,22.057437954654205,8.7186221392681,7.620235495569027,3.8996968421772147,2.085681267050242,17.53884651584632,19.70896416917632,29.071924463030726,9.904660478947227,10.090934868557806,4.812021581516365,2.823484893044723,12.28233118791354,17.513965481481268,25.683189656635406,11.98479227054968,7.320060977643547,0.006326355507120634,0.011631430717202362,0.2,0.3,1.0,1.014378169,1.5,1.8,1.4,1.0,1.000331602,38.6774361,36.63060277,4.275354298,3.114135969,1.16121833,0.110538721,0.080515574,0.030023146,362.9227151
CITY OF CHICAGO:WARD 48 PRECINCT 03,CITY OF CHICAGO:WARD 48 PRECINCT 03,CITY OF CHICAGO:Ward 48 Precinct 03,,,,,,,,,,0.472845026,0.143584212,0.212578016,0.166577827,0.015423083,0.00306252,0.4876,0.1557,0.8443,0.387,0.3679,0.0056,0.06,0.1557,0.070592077,0.042168997,0.279813701,0.238590443,0.09527809,0.102409078,0.096212696,0.054310599,0.020624317,0.077034966,0.08215671,0.038228751,0.042918696,0.026256827,0.03798784,0.079290192,0.039578673,0.049169828,0.077564296,0.135312442,0.141097268,0.045955999,0.032904665,0.047497283,0.047045563,48003.0,0.23483683,0.079812207,213.0,0.113043478,230.0,0.795652174,460.0,36.0,53530,211.2982532,1.054713899,-1.606819804,0.713282089,1.531622036,0.389056374,0.423199555,0.447072881,0.969638958,0.389056374,complete,CITY OF CHICAGO,Ward 48 Precinct 03,1,0,0,,0,0,0,483,322,215,184,138,92,0.1753,20.891156955502222,67,0.36564,24.747046095714857,80,0.44406,25.85497690289043,83,0.01248,11.814599332030756,38,0.0009,5.548851921309674,18,0.00124,4.923318739421793,16,0.00038,2.870450635683191,9,CITY OF CHICAGO:WARD 48 PRECINCT 03,CITY OF CHICAGO:WARD 48 PRECINCT 03,CITY OF CHICAGO:WARD 48 PRECINCT 03,1.2,50.33519327,8.494484172,8.494484172,8.494484172,8.494484172,3.596192935,8.494484172,3.596192935,15.862018887286611,18.102831826506094,20.082584344069737,10.437095429011915,4.511297789021501,3.9001101076560487,2.0838616967981376,20.275317874196393,24.01322326121106,25.167406767772306,11.518285904934489,5.466595168966437,4.750388758620689,2.7596192344181096,13.488806943340572,21.529471243965776,23.70833604605094,13.703265560293495,4.211123271096022,0.006739620985954493,0.009811860465097666,0.2,0.3,1.0,1.002170401,1.5,1.8,1.4,1.0,1.000319608,201.9950768,190.8006232,27.57192157,21.92610904,5.645812536,0.136497988,0.10854774,0.027950248,1484.467619
