JoinField,JoinField2,JoinFieldAlt,Spanish,Polish,Indian_langs,Tagalog,Chinese,Ukranian,Arabic,Korean,Russian,V_20_VAP_White_pct,V_20_VAP_Hispanic_pct,V_20_VAP_Black_pct,V_20_VAP_Asian_pct,V_20_VAP_Native_pct,V_20_VAP_Pacific_pct,bach_pct,owner_pct,renter_pct,drive_pct,transit_pct,walk_pct,bike_pct,wfh_pct,X_22_2022_Age_Age_0_9_pct,X_22_2022_Age_Age_10_19_pct,X_22_2022_Age_Age_20_29_pct,X_22_2022_Age_Age_30_39_pct,X_22_2022_Age_Age_40_49_pct,X_22_2022_Age_Age_50_59_pct,X_22_2022_Age_Age_60_69_pct,X_22_2022_Age_Age_70_79_pct,X_22_2022_Age_Age_O79_pct,X_22_2022_Household_Income_U10K_pct,X_22_2022_Household_Income_10_15K_pct,X_22_2022_Household_Income_15_20K_pct,X_22_2022_Household_Income_20_25K_pct,X_22_2022_Household_Income_25_30K_pct,X_22_2022_Household_Income_30_35K_pct,X_22_2022_Household_Income_35_40K_pct,X_22_2022_Household_Income_40_45K_pct,X_22_2022_Household_Income_45_50K_pct,X_22_2022_Household_Income_50_60K_pct,X_22_2022_Household_Income_60_75K_pct,X_22_2022_Household_Income_75_100K_pct,X_22_2022_Household_Income_100_125K_pct,X_22_2022_Household_Income_125_150K_pct,X_22_2022_Household_Income_150_200K_pct,X_22_2022_Household_Income_O200K_pct,ward_preci,20Primary,Kaegi_margin,Assessor_tot_vote,Harris3_margin,SA_tot_vote,yes_margin,tot_union,median_voting_age,median_household_income,Pres_tot,Dem_Pres_tot,20Primary_std,Kaegi_margin_std,Harris3_margin_std,yes_margin_std,prog_score_v1_recency,prog_score_v2_equal,prog_score_v3_recent_heavy,prog_score_predicted,prog_score_imputed,imputation_method,jurisdiction,precinct_name,in_chicago,in_evanston,in_skokie,township,in_cook,in_lake,in_mchenry,estimated_turnout_high,estimated_turnout,estimated_turnout_low,estimated_turnout_high_old,estimated_turnout_old,estimated_turnout_low_old,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,median_pct_Abughazaleh,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh,JoinField_norm,JoinField2_norm,JoinFieldAlt_norm,border_uncertainty_mult,exp_Fine,exp_Biss,exp_Abughazaleh,exp_Simmons,exp_Amiwala,exp_Andrew,exp_Huynh,exp_Others,adjusted_Fine,adjusted_Biss,adjusted_Abughazaleh,adjusted_Simmons,adjusted_Amiwala,adjusted_Andrew,adjusted_Huynh,final_Fine,final_Biss,final_Abughazaleh,final_Simmons,final_Amiwala,final_Andrew,final_Huynh,raw_Fine,raw_Biss,raw_Abughazaleh,raw_Simmons,raw_Amiwala,raw_Andrew,raw_Huynh,outside_chicago_weight,evanston_weight,chicago_weight,geo_boost_Biss_evanston,geo_boost_Abughazaleh_chicago,geo_boost_Simmons_chicago,geo_boost_Huynh_chicago,geo_boost_Fine_outside_chicago,geo_boost_Amiwala_niles,tot_cohabitating_couples,straight_cohabitating,lgbt_cohabitating,mlm_cohabitating,wlw_cohabitating,lgbt_pct,mlm_pct,wlw_pct,tot_pop,original_estimated_turnout,area_adjustment_factor,sd_weight_7,sd_weight_8,sd_weight_9,sd_outside_flag
CITY OF CHICAGO:WARD 49 PRECINCT 03,CITY OF CHICAGO:WARD 49 PRECINCT 03,CITY OF CHICAGO:Ward 49 Precinct 03,TRUE, ,, , ,,, ,,0.476728993,0.162883737,0.310970206,0.063846038,0.01457074,0.002568709,0.4627,0.3632,0.6368,0.4345,0.3277,0.0641,0.0113,0.1624,0.048118292,0.038204195,0.125577197,0.14942784,0.076821527,0.203955857,0.159802489,0.112187626,0.085904968,0.004578753,0.07579737,0.020695851,0.13057108,0.018593307,0.039697234,0.016567254,0.051712957,0.048670288,0.10720374,0.086377072,0.119196454,0.06602583,0.052464302,0.068224619,0.093623882,49003.0,0.36246187,0.300411523,243.0,0.188405797,483.0,0.759116022,905.0,54.5,58686,1330,1170,1.598418807,-0.252698739,0.977786877,1.415389021,0.872660799,0.934723991,0.881273376,0.900925308,0.872660799,complete,CITY OF CHICAGO,Ward 49 Precinct 03,1,0,0,,0,0,0,1139,759,506,149,112,75,0.05214,16.882742397329643,128,0.67836,29.386822552257303,223,0.25948,23.824672758983457,181,0.00624,10.530930878522138,80,0.00134,6.9554190600036785,53,0.0024,7.690855648190749,58,4e-05,2.083543586404001,16,CITY OF CHICAGO:WARD 49 PRECINCT 03,CITY OF CHICAGO:WARD 49 PRECINCT 03,CITY OF CHICAGO:WARD 49 PRECINCT 03,1.331691232,30.21724061,13.09300476,13.09300476,13.09300476,13.09300476,2.158867785,13.09300476,2.158867785,14.350474200102635,24.24059036972693,19.264304971114758,8.865503665546644,5.445357668026219,6.337321084401174,1.5049370739723253,17.117904495727547,29.777952727278826,24.21145056629172,10.693179937827857,6.976921156716528,7.734141658927311,2.083276551900614,14.111359529019575,21.27841231853828,21.27419166484096,6.206748751926139,4.735673912508714,5.811136974297053,1.5662142903612823,0.2,0.3,1.0,1.495947163,1.5,1.8,1.4,1.0,1.001368314,475.3112545,448.8217734,58.97658047,44.48233602,14.49424445,0.124079916,0.093585699,0.030494217,2606.220653,759,0.999999992,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 08,CITY OF CHICAGO:WARD 49 PRECINCT 08,CITY OF CHICAGO:Ward 49 Precinct 08,TRUE, ,, , ,,, ,,0.447309086,0.278283138,0.179956168,0.083872854,0.035819997,0.003645006,0.432,0.3485,0.6515,0.3457,0.3028,0.0661,0.0582,0.2092,0.122110578,0.085004715,0.188592523,0.18961683,0.187335545,0.112512545,0.072392928,0.031801367,0.010632969,0.047755731,0.063931415,0.052652497,0.03365627,0.035617255,0.036187417,0.05659668,0.030413861,0.052849712,0.071178315,0.125689549,0.125810375,0.089471941,0.039776967,0.05158533,0.086826685,49008.0,0.358688541,0.303797468,158.0,0.367601246,642.0,0.817658349,1042.0,40.5,62287,1465,1368,1.582343768,-0.231914543,1.606722595,1.601630615,1.142133492,1.139695609,1.235538889,1.095741887,1.142133492,complete,CITY OF CHICAGO,Ward 49 Precinct 08,1,0,0,,0,0,0,978,652,435,161,121,81,0.04432,16.242825926525338,106,0.55004,28.2199388938085,184,0.39664,26.203420200645116,171,0.0062,11.080461424743229,72,0.00134,7.077242412274582,46,0.00134,6.096653704937323,40,0.00012,2.1882689749215896,14,CITY OF CHICAGO:WARD 49 PRECINCT 08,CITY OF CHICAGO:WARD 49 PRECINCT 08,CITY OF CHICAGO:WARD 49 PRECINCT 08,1.2,21.57089776,15.06936818,15.06936818,15.06936818,15.06936818,1.54113067,15.06936818,1.54113067,14.020848002239054,23.613517757859633,21.468167488597377,9.424212167180023,5.646973150400353,5.19566568706092,1.6353829842562124,16.478492152535328,28.624594302255595,26.613662692608283,11.288996184541421,7.151498220967402,6.217093695009951,2.2204898467524123,13.781733331155994,20.65133970667098,23.47805418232358,6.76545725355952,4.937289394882848,4.669481576956799,1.6966602006451694,0.2,0.3,1.0,1.061157724,1.5,1.8,1.4,1.0,1.002127207,492.1447306,461.6965716,64.49685546,40.90484113,23.59201433,0.131052618,0.083115471,0.047937147,3632.161615,652,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 09,CITY OF CHICAGO:WARD 49 PRECINCT 09,CITY OF CHICAGO:Ward 49 Precinct 09,TRUE, ,, , ,,, ,,0.360912359,0.321301878,0.232088829,0.075808071,0.037403019,0.002381731,0.2933,0.2226,0.7774,0.4352,0.3239,0.0195,0.0391,0.1347,0.158788475,0.112936485,0.147843562,0.205275308,0.174202592,0.092427781,0.080139389,0.027192622,0.001193786,0.050933719,0.040956051,0.02701408,0.031768385,0.057186734,0.063971475,0.045968894,0.060982928,0.047437412,0.115699879,0.097749296,0.133229022,0.085158805,0.049352935,0.034456902,0.058133484,49009.0,0.471287647,0.346341463,205.0,0.406504065,492.0,0.829834254,905.0,39.0,56377,1362,1189,2.062035578,0.029236402,1.743262739,1.640366007,1.336847898,1.368725182,1.411755409,0.970119003,1.336847898,complete,CITY OF CHICAGO,Ward 49 Precinct 09,1,0,0,,0,0,0,894,596,397,192,144,96,0.04346,16.174828331934222,96,0.5387,28.0877183588735,167,0.40954,26.410230229750958,157,0.0059,11.183568446411822,67,0.00096,7.095498652940021,42,0.00138,5.979368472043012,36,6e-05,2.2555050794922806,13,CITY OF CHICAGO:WARD 49 PRECINCT 09,CITY OF CHICAGO:WARD 49 PRECINCT 09,CITY OF CHICAGO:WARD 49 PRECINCT 09,1.208209701,16.70030265,16.18267888,16.18267888,16.18267888,16.18267888,1.193151481,16.18267888,1.193151481,13.986494888368243,23.548373335737026,21.69509098383845,9.483104173896898,5.667334217806111,5.076904606590105,1.648717618174555,16.413358366371515,28.507292965711752,26.858009651278916,11.35131851193775,7.168827343905164,6.061686581907263,2.234333673558036,13.747380217285183,20.586195284548374,23.704977677564653,6.824349260276394,4.957650462288607,4.550720496485984,1.709994834563512,0.2,0.3,1.0,1.178293066,1.5,1.8,1.4,1.0,1.004093175,621.0448544,579.1458045,80.9491157,49.08037446,31.86874124,0.130343429,0.079028711,0.051314717,4034.25927,596,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO:Ward 49 Precinct 10,TRUE, ,, , ,,, ,,0.354837097,0.309683352,0.262230276,0.067017506,0.048998773,0.001745009,0.344,0.483,0.517,0.5695,0.0913,0.0157,0.0421,0.2695,0.127852535,0.118097896,0.148873194,0.165636331,0.144238893,0.120108071,0.105416022,0.069443875,0.000333183,0.033922193,0.012969253,0.01722617,0.029668657,0.054717713,0.117581476,0.02831692,0.068742337,0.035834339,0.084884093,0.094956354,0.168840138,0.059241752,0.0494675,0.045775855,0.09785525,49010.0,0.491310638,0.452054795,219.0,0.121661721,337.0,0.736334405,622.0,43.2,62549,933,818,2.147337009,0.678144351,0.743530184,1.342913516,1.087600583,1.227981265,0.990710366,0.844291141,1.087600583,complete,CITY OF CHICAGO,Ward 49 Precinct 10,1,0,0,,0,0,0,726,484,323,172,129,86,0.04416,16.3805158290655,79,0.57896,28.474445159474413,138,0.36784,25.74966410955576,125,0.00592,11.01841685600454,53,0.0013,6.985065098222643,34,0.00164,6.392628178240975,31,0.00018,2.2076824731784717,11,CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO:WARD 49 PRECINCT 10,1.232637715,23.13884272,14.71097052,14.71097052,14.71097052,14.71097052,1.653152343,14.71097052,1.653152343,14.082063393901219,23.730185348686057,21.056805926682195,9.321193550437332,5.60879249206473,5.407642781053956,1.610964340210207,16.59647824668591,28.837510498457807,26.170424104580437,11.180662090558096,7.118665380547611,6.495995322981535,2.195091450859011,13.842948722818159,20.768007297497405,23.066692620408396,6.662438636816828,4.899108736547225,4.881458670949835,1.672241556599164,0.2,0.3,1.0,1.218287718,1.5,1.8,1.4,1.0,1.00821719,504.4294818,488.7926535,55.75593317,39.12139041,16.63454276,0.110532662,0.077555718,0.032976944,2316.066795,484,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO:Ward 49 Precinct 11,TRUE, ,, , ,,, ,,0.313048503,0.262384607,0.325841673,0.089591897,0.030076546,0.002177413,0.2601,0.4533,0.5467,0.6307,0.1698,0.0146,0.0551,0.1169,0.135191698,0.126839496,0.142315389,0.140610535,0.169985654,0.136469792,0.089210716,0.037488399,0.021888322,0.045138839,0.018825562,0.053444345,0.031961057,0.022826888,0.040029833,0.074028608,0.046405178,0.032434569,0.073044332,0.101776848,0.147954694,0.067190675,0.114843909,0.055326218,0.074768443,49011.0,0.422433108,0.441048035,229.0,0.147632312,359.0,0.778097983,694.0,43.9,69117,1082,929,1.85390673,0.610580744,0.834681116,1.475776622,1.091813742,1.193736303,1.020002704,0.799622046,1.091813742,complete,CITY OF CHICAGO,Ward 49 Precinct 11,1,0,0,,0,0,0,720,480,320,138,104,69,0.04512,16.3834433637403,79,0.58194,28.509100382228514,137,0.36386,25.68448908769635,123,0.0058,11.043815653036933,53,0.0015,7.033748993982999,34,0.0016,6.51855115640447,31,0.00018,2.13382910506772,10,CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO:WARD 49 PRECINCT 11,1.5,23.01442271,14.73941019,14.73941019,14.73941019,14.73941019,1.644263168,14.73941019,1.644263168,14.097288709927067,23.759102436187504,20.94988093758356,9.294772384988729,5.600183958838892,5.462387367046465,1.6044344750674946,16.62660049976702,28.891593866174166,26.055224934210255,11.15296744486398,7.111827279721442,6.568345672388673,2.1882673975448634,13.858174038844007,20.796924384998853,22.959767631309763,6.636017471368225,4.890500203321388,4.936203256942344,1.6657116914564516,0.2,0.3,1.0,1.631871465,1.5,1.8,1.4,1.0,1.017510099,466.0240678,452.3043753,35.8200504,24.45079022,11.36926018,0.076863091,0.052466797,0.024396294,3337.576457,480,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO:Ward 49 Precinct 12,TRUE, ,, , ,,, ,,0.247475877,0.265864487,0.388515848,0.097201073,0.027612441,0.002226784,0.184,0.2808,0.7192,0.7202,0.1287,0.0031,0.0619,0.0754,0.1503474,0.083378734,0.206049574,0.091142525,0.152716374,0.130025475,0.129062076,0.049822791,0.007455051,0.076060067,0.025876715,0.089867126,0.052858704,0.045034962,0.040154032,0.071889275,0.08222919,0.06014408,0.05577861,0.11600633,0.176788598,0.012375138,0.046796711,0.033407701,0.01473276,49012.0,0.63011176,0.345454545,220.0,0.296551724,290.0,0.810897436,624.0,44.6,46333,1087,908,2.738653973,0.023792168,1.357354755,1.58012202,1.286850807,1.424980729,1.273325612,0.806309068,1.286850807,complete,CITY OF CHICAGO,Ward 49 Precinct 12,1,0,0,,0,0,0,650,433,289,112,84,56,0.04694,16.42626980272004,71,0.591,28.583210446346264,124,0.35294,25.49754730433314,110,0.00616,10.985839226277118,48,0.00128,6.99763203712131,30,0.0016,6.549939857583544,28,8e-05,2.227226390685021,10,CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO:WARD 49 PRECINCT 12,1.8,17.84608022,15.92077938,15.92077938,15.92077938,15.92077938,1.275011447,15.92077938,1.275011447,14.112735223376458,23.788544045107873,20.842786874031194,9.268523949195274,5.590855997132014,5.5170458151258535,1.5979503484152235,16.657038819447354,28.946413076666193,25.939667613532126,11.125453683365366,7.104080664008866,6.6406813466283685,2.1814918910221355,13.873620552293398,20.82636599391922,22.852673567757396,6.60976903557477,4.881172241614509,4.990861705021732,1.6592275648041805,0.2,0.3,1.0,2.401659801,1.5,1.8,1.4,1.0,1.020650278,622.1519721,603.2556245,45.44450848,29.80546556,15.63904291,0.073044064,0.04790705,0.025137014,4397.823751,433,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 13,CITY OF CHICAGO:WARD 49 PRECINCT 13,CITY OF CHICAGO:Ward 49 Precinct 13,TRUE, ,, , ,,, ,,0.306333203,0.296968784,0.330231122,0.063250637,0.030350173,0.00553434,0.2559,0.2688,0.7312,0.5447,0.2695,0.0172,0.0455,0.1168,0.15013346,0.162728797,0.160057732,0.144449021,0.168972408,0.098381105,0.081266357,0.026888971,0.007122149,0.051556524,0.010135053,0.025147957,0.028139966,0.048973744,0.091304089,0.119666495,0.061903882,0.013418181,0.053448688,0.142741239,0.148766795,0.038101327,0.07830237,0.044636786,0.043756904,49013.0,0.474698468,0.278688525,244.0,0.234866828,413.0,0.799227799,777.0,41.2,59309,1271,1096,2.07656627,-0.386042621,1.140854645,1.542997226,1.000022718,1.09359388,1.009474871,0.927055238,1.000022718,complete,CITY OF CHICAGO,Ward 49 Precinct 13,1,0,0,,0,0,0,948,632,421,142,107,71,0.0454,16.26348233226837,103,0.5579,28.256413646220718,179,0.38766,26.093363422738825,165,0.00616,11.084219517216502,70,0.00138,7.070909212883142,45,0.00132,6.237730229168183,39,0.00018,2.110577096349383,13,CITY OF CHICAGO:WARD 49 PRECINCT 13,CITY OF CHICAGO:WARD 49 PRECINCT 13,CITY OF CHICAGO:WARD 49 PRECINCT 13,1.5,25.85043794,14.09115961,14.09115961,14.09115961,14.09115961,1.846881997,14.09115961,1.846881997,14.03616783126005,23.643099755757166,21.35947733783656,9.399606893570924,5.636276677864257,5.249352512047711,1.628728099745001,16.50913346099873,28.680109490274805,26.497753817074535,11.263970705752943,7.142289756155334,6.28796000318454,2.213609861229509,13.79705316017699,20.680921704568515,23.36936403156276,6.7408519799504205,4.926592922346752,4.72316840194359,1.690005316133958,0.2,0.3,1.0,1.802198744,1.5,1.8,1.4,1.0,1.007594169,928.7487984,893.6989461,92.32215432,59.65231452,32.6698398,0.099404871,0.064228686,0.035176185,5963.172894,632,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 14,CITY OF CHICAGO:WARD 49 PRECINCT 14,CITY OF CHICAGO:Ward 49 Precinct 14,TRUE, ,, , ,,, ,,0.397826038,0.230883268,0.312549257,0.060397013,0.02581176,0.003683935,0.3742,0.2952,0.7048,0.5563,0.259,0.0087,0.0138,0.1569,0.086887719,0.075270329,0.196010453,0.137551171,0.142457764,0.163773075,0.095708628,0.061834356,0.040506505,0.052228539,0.075911381,0.01945812,0.048660862,0.068142515,0.021766429,0.035746655,0.0460893,0.052017671,0.053447131,0.10299111,0.202520393,0.072014409,0.037444328,0.04419114,0.067370016,49014.0,0.469932356,0.234042553,141.0,0.234848485,528.0,0.81256656,939.0,44.9,63864,1434,1295,2.056261803,-0.660096286,1.140790265,1.585432029,0.939049799,1.030596953,0.961088462,0.766006993,0.939049799,complete,CITY OF CHICAGO,Ward 49 Precinct 14,1,0,0,,0,0,0,1223,815,543,162,122,81,0.04602,16.439098690795756,134,0.59378,28.54778918141221,233,0.35118,25.44661356200332,207,0.00618,10.944951040282417,89,0.00106,7.057541702918788,58,0.00168,6.612001549504953,54,0.0001,2.125434588714033,17,CITY OF CHICAGO:WARD 49 PRECINCT 14,CITY OF CHICAGO:WARD 49 PRECINCT 14,CITY OF CHICAGO:WARD 49 PRECINCT 14,1.8,27.87920367,13.62742848,13.62742848,13.62742848,13.62742848,1.991826966,13.62742848,1.991826966,14.120557961333402,23.803519266712627,20.797870370421673,9.25625835100001,5.584944953435993,5.541148510936919,1.5955824223255661,16.670984290515374,28.971935216913106,25.890312071715208,11.112086537268501,7.098146882667038,6.67233597328173,2.179026122309434,13.881443290250342,20.841341215523975,22.807757064147875,6.5975034373795065,4.875261197918489,5.014964400832798,1.6568596387145231,0.2,0.3,1.0,2.129500586,1.5,1.8,1.4,1.0,1.003513767,569.7705552,539.8140963,71.58544859,51.66337858,19.92207001,0.12563908,0.090674006,0.034965075,3876.739126,815,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 49 PRECINCT 15,CITY OF CHICAGO:WARD 49 PRECINCT 15,CITY OF CHICAGO:Ward 49 Precinct 15,TRUE, ,, , ,,, ,,0.406823555,0.209923868,0.294443306,0.080142696,0.031233967,0.002786761,0.3318,0.4109,0.5891,0.5077,0.2912,0.0313,0.0284,0.1057,0.117448041,0.155182393,0.15774874,0.144853505,0.11585868,0.129565995,0.10540833,0.054985088,0.018949229,0.045592501,0.072116238,0.015127493,0.018988665,0.042786578,0.049525428,0.055712344,0.056740828,0.020199492,0.101667257,0.093338996,0.157919052,0.099334405,0.028296119,0.099189022,0.04346558,49015.0,0.198243001,0.223021583,139.0,0.323017408,517.0,0.820330969,846.0,43.5,63462,1311,1173,0.898817811,-0.72774712,1.450243353,1.610133062,0.863004331,0.807861776,0.991480646,0.859310601,0.863004331,complete,CITY OF CHICAGO,Ward 49 Precinct 15,1,0,0,,0,0,0,1032,688,459,189,142,95,0.04696,16.337380595714784,112,0.57984,28.492818867746372,196,0.36412,25.680211224206108,177,0.00632,11.040290481049214,76,0.00136,7.008495081667817,48,0.00134,6.500164041255971,45,6e-05,2.144228826063372,15,CITY OF CHICAGO:WARD 49 PRECINCT 15,CITY OF CHICAGO:WARD 49 PRECINCT 15,CITY OF CHICAGO:WARD 49 PRECINCT 15,1.306990804,30.56825208,13.01277128,13.01277128,13.01277128,13.01277128,2.183945765,13.01277128,2.183945765,14.088508708756315,23.742412463078107,21.0109522492399,9.30990016195166,5.605268395121812,5.43108173793253,1.608141662368671,16.609312191350217,28.860516441988796,26.12108328650705,11.16884862869692,7.115952597428186,6.526972737315112,2.1921412113841305,13.849394037673255,20.780234411889456,23.0208389429661,6.651145248331157,4.895584639604308,4.904897627828409,1.669418878757628,0.2,0.3,1.0,1.404166572,1.5,1.8,1.4,1.0,1.002435033,557.6965642,520.4310402,71.30712235,49.5307216,21.77640075,0.127860071,0.08881303,0.039047041,3124.403268,688,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 50 PRECINCT 07,CITY OF CHICAGO:WARD 50 PRECINCT 07,CITY OF CHICAGO:Ward 50 Precinct 07,TRUE, ,, , ,,, ,,0.415819364,0.221593836,0.246030546,0.113576778,0.028187662,0.000377632,0.3308,0.3725,0.6275,0.7223,0.1082,0.0064,0.0492,0.1043,0.124451323,0.122271332,0.150895643,0.12877699,0.152303824,0.129601165,0.1366996,0.03717271,0.017827414,0.02682907,0.023542269,0.019323226,0.021751025,0.008074519,0.020354444,0.069009541,0.038714692,0.029662839,0.109265455,0.083941192,0.116606224,0.086602124,0.072994353,0.097703324,0.175625702,50007.0,0.067071469,0.445454545,220.0,0.018469657,379.0,0.697547684,734.0,45.0,85619,1061,899,0.340004229,0.63762955,0.381349251,1.219520732,0.648760442,0.64462594,0.596105105,0.46975052,0.648760442,complete,CITY OF CHICAGO,Ward 50 Precinct 07,1,0,0,,0,0,0,761,507,338,133,100,67,0.05422,16.882471412862426,86,0.67702,29.41653145455802,149,0.25836,23.844128263447054,121,0.00616,10.501827485412388,53,0.00152,6.942529875686162,35,0.00262,7.639935150395869,39,0.0001,2.086401799751854,11,CITY OF CHICAGO:WARD 50 PRECINCT 07,CITY OF CHICAGO:WARD 50 PRECINCT 07,CITY OF CHICAGO:WARD 50 PRECINCT 07,1.322865613,38.99976398,11.08551348,11.08551348,11.08551348,11.08551348,2.786334303,11.08551348,2.786334303,14.350153370300971,24.23949392874998,19.265839354709698,8.863926538760005,5.447757022366429,6.338223476318596,1.504980817773482,17.117061154524773,29.775855993566154,24.212727019923783,10.690995991248222,6.979803331345833,7.7351004691750544,2.083283134886569,14.11103869921791,21.27731587756133,21.2757260484359,6.205171625139502,4.738073266848924,5.812039366214475,1.566258034162439,0.2,0.3,1.0,1.460977582,1.5,1.8,1.4,1.0,1.028961243,668.3803969,657.6348806,31.99001661,21.98441044,10.00560616,0.047861991,0.032892063,0.014969928,3071.171124,507,1.0,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 50 PRECINCT 24,CITY OF CHICAGO:WARD 50 PRECINCT 24,CITY OF CHICAGO:Ward 50 Precinct 24, , ,, , ,,,TRUE,,0.614311404,0.075451945,0.023885931,0.267133925,0.003351244,0.000998702,0.3894,0.744,0.256,0.7474,0.0857,0.0164,0.0,0.0775,0.124698898,0.143815851,0.09402236,0.073280347,0.123042014,0.098350868,0.131398271,0.094530264,0.116861128,0.098764659,0.031193702,0.063770903,0.022540449,0.05057966,0.003767183,0.011946902,0.001403311,0.033577383,0.061538369,0.171762471,0.051935532,0.055232338,0.049734216,0.105767716,0.186485206,50024.0,0.067739019,0.185185185,81.0,-0.656716418,268.0,-0.115789474,475.0,55.6,70560,1086,252,0.342848109,-0.960001075,-1.988401998,-1.367961127,-1.226504033,-0.993379023,-1.425508628,-0.206410627,-1.226504033,complete,CITY OF CHICAGO,Ward 50 Precinct 24,1,0,0,,0,0,0,501,334,223,130,98,65,0.1323,20.16677519280414,67,0.65942,28.73094111453146,96,0.19792,21.942728372729135,73,0.00408,9.141065584052033,31,0.0017,6.3913058931794495,21,0.00442,8.931074273194954,30,0.00016,1.8745712308080718,6,CITY OF CHICAGO:WARD 50 PRECINCT 24,CITY OF CHICAGO:WARD 50 PRECINCT 24,CITY OF CHICAGO:WARD 50 PRECINCT 24,1.8,90.13691038,0.570544486,0.570544486,0.570544486,0.570544486,6.439822701,0.570544486,0.570544486,16.255073672497737,22.693232015367144,16.85641188273588,7.485026725508082,4.836576923340983,7.1113519552224345,1.2781164586409879,20.500759990156016,29.07280791473232,22.32360148266834,9.245008163712487,6.460349028967363,9.113595165045963,1.8787053493879105,16.01595900141468,19.731053964178493,18.866298576462082,4.826271811887578,4.126893167823479,6.585167845118313,1.3393936750299449,0.2,0.3,1.0,1.015924493,1.5,1.8,1.4,1.0,1.328917027,308.416185,306.1789692,4.474431751,3.515624927,0.958806824,0.014507772,0.011398964,0.003108808,2083.396355,2,0.533199975,0.0,0.0,0.0,True
CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:Ward 50 Precinct 25, , ,, , ,,,TRUE,,0.565565561,0.091091093,0.031031032,0.296296298,0.002002003,0.001001001,0.4335,0.8182,0.1818,0.7447,0.083,0.0186,0.0,0.0607,0.100393701,0.170603675,0.078083992,0.076115486,0.140419949,0.106955383,0.137139107,0.075459318,0.114829393,0.093607304,0.018264841,0.00913242,0.006849316,0.052511417,7.87e-10,3.36e-09,1.8e-09,0.0456621,0.066210044,0.232876708,0.038812786,0.052511418,0.045662102,0.116438354,0.221461183,50025.0,0.032432805,0.225225225,111.0,-0.333333333,48.0,0.62962963,135.0,54.4,73382,212,119,0.192437485,-0.714220342,-0.85340011,1.003451994,-0.197516503,-0.092932743,-0.349609976,-0.030339655,-0.197516503,complete,CITY OF CHICAGO,Ward 50 Precinct 25,1,0,0,,0,0,0,125,83,55,141,106,71,0.05972,18.339781439681698,15,0.83158,32.14470780042178,27,0.10186,20.578169297990627,17,0.00346,9.540518417573649,8,0.00084,6.199179439559432,5,0.00248,8.32738586749632,7,6e-05,2.083569264451146,2,CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:WARD 50 PRECINCT 25,1.5,74.35254455,3.389224202,3.389224202,3.389224202,3.389224202,5.312110236,3.389224202,3.389224202,15.579283900642237,26.448414658147634,16.702342752677644,8.076454157229467,4.8685286021125,6.936607175967536,1.5050736612915547,18.635580293797386,32.54245390479153,20.93561715338888,9.685028273518558,6.2394824886707685,8.476664451741483,2.080000528761784,15.340169229559177,23.486236606958983,18.712229446403846,5.417699243608963,4.158844846594995,6.410423065863415,1.5663508776805117,0.2,0.3,1.0,1.015701033,1.5,1.8,1.4,1.0,1.276480302,115.8176965,114.977568,1.6802569,1.320201803,0.360055097,0.014507773,0.011398964,0.003108809,770.4693795,83,0.999999979,0.0,0.0,0.0,True
