JoinField,JoinField2,JoinFieldAlt,Spanish,Polish,Indian_langs,Tagalog,Chinese,Ukranian,Arabic,Korean,Russian,V_20_VAP_White_pct,V_20_VAP_Hispanic_pct,V_20_VAP_Black_pct,V_20_VAP_Asian_pct,V_20_VAP_Native_pct,V_20_VAP_Pacific_pct,bach_pct,owner_pct,renter_pct,drive_pct,transit_pct,walk_pct,bike_pct,wfh_pct,X_22_2022_Age_Age_0_9_pct,X_22_2022_Age_Age_10_19_pct,X_22_2022_Age_Age_20_29_pct,X_22_2022_Age_Age_30_39_pct,X_22_2022_Age_Age_40_49_pct,X_22_2022_Age_Age_50_59_pct,X_22_2022_Age_Age_60_69_pct,X_22_2022_Age_Age_70_79_pct,X_22_2022_Age_Age_O79_pct,X_22_2022_Household_Income_U10K_pct,X_22_2022_Household_Income_10_15K_pct,X_22_2022_Household_Income_15_20K_pct,X_22_2022_Household_Income_20_25K_pct,X_22_2022_Household_Income_25_30K_pct,X_22_2022_Household_Income_30_35K_pct,X_22_2022_Household_Income_35_40K_pct,X_22_2022_Household_Income_40_45K_pct,X_22_2022_Household_Income_45_50K_pct,X_22_2022_Household_Income_50_60K_pct,X_22_2022_Household_Income_60_75K_pct,X_22_2022_Household_Income_75_100K_pct,X_22_2022_Household_Income_100_125K_pct,X_22_2022_Household_Income_125_150K_pct,X_22_2022_Household_Income_150_200K_pct,X_22_2022_Household_Income_O200K_pct,ward_preci,20Primary,Kaegi_margin,Assessor_tot_vote,Harris3_margin,SA_tot_vote,yes_margin,tot_union,median_voting_age,median_household_income,Pres_tot,Dem_Pres_tot,20Primary_std,Kaegi_margin_std,Harris3_margin_std,yes_margin_std,prog_score_v1_recency,prog_score_v2_equal,prog_score_v3_recent_heavy,prog_score_predicted,prog_score_imputed,imputation_method,jurisdiction,precinct_name,in_chicago,in_evanston,in_skokie,township,in_cook,in_lake,in_mchenry,estimated_turnout_high,estimated_turnout,estimated_turnout_low,estimated_turnout_high_old,estimated_turnout_old,estimated_turnout_low_old,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,median_pct_Abughazaleh,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh,JoinField_norm,JoinField2_norm,JoinFieldAlt_norm,border_uncertainty_mult,exp_Fine,exp_Biss,exp_Abughazaleh,exp_Simmons,exp_Amiwala,exp_Andrew,exp_Huynh,exp_Others,adjusted_Fine,adjusted_Biss,adjusted_Abughazaleh,adjusted_Simmons,adjusted_Amiwala,adjusted_Andrew,adjusted_Huynh,final_Fine,final_Biss,final_Abughazaleh,final_Simmons,final_Amiwala,final_Andrew,final_Huynh,raw_Fine,raw_Biss,raw_Abughazaleh,raw_Simmons,raw_Amiwala,raw_Andrew,raw_Huynh,outside_chicago_weight,evanston_weight,chicago_weight,geo_boost_Biss_evanston,geo_boost_Abughazaleh_chicago,geo_boost_Simmons_chicago,geo_boost_Huynh_chicago,geo_boost_Fine_outside_chicago,geo_boost_Amiwala_niles,tot_cohabitating_couples,straight_cohabitating,lgbt_cohabitating,mlm_cohabitating,wlw_cohabitating,lgbt_pct,mlm_pct,wlw_pct,tot_pop,original_estimated_turnout,area_adjustment_factor,sd_weight_7,sd_weight_8,sd_weight_9,sd_outside_flag
CITY OF CHICAGO:WARD 50 PRECINCT 18,CITY OF CHICAGO:WARD 50 PRECINCT 18,CITY OF CHICAGO:Ward 50 Precinct 18, ,TRUE,, , ,,, ,,0.907692257,0.01538463,0.025641029,3.74e-08,2.32e-09,2.43e-10,0.4279,0.6584,0.3416,0.8876,0.042,0.0144,0.0246,0.0313,0.292096193,0.054982835,0.058419246,0.261168364,0.024054998,0.089347074,0.065292105,0.061855678,0.092783501,0.085714291,0.085714276,0.076190468,0.019047618,0.019047621,0.047619045,0.019047619,0.019047621,1.26e-09,0.03809524,0.076190483,0.066666678,0.104761902,0.09523809,0.247619029,1.29e-08,50018.0,0.228200041,0.391304348,23.0,-0.5,36.0,0.24137931,58.0,40.5,80357,130,43,1.026440021,0.305235398,-1.438362622,-0.231694648,-0.331075727,-0.084595463,-0.601829159,-0.58840546,-0.331075727,complete,CITY OF CHICAGO,Ward 50 Precinct 18,1,0,0,,0,0,0,122,81,54,25,19,13,0.05268,16.16844779187494,13,0.67732,28.77160493861447,23,0.2547,23.118656704935137,19,0.00676,10.356705676694506,8,0.00446,9.30222081405436,8,0.00384,8.186908086743802,7,0.00024,1.537444797939223,1,CITY OF CHICAGO:WARD 50 PRECINCT 18,CITY OF CHICAGO:WARD 50 PRECINCT 18,CITY OF CHICAGO:WARD 50 PRECINCT 18,1.8,78.34469366,2.676329567,2.676329567,2.676329567,2.676329567,5.597328937,2.676329567,2.676329567,14.478049234745997,24.898182073185424,19.80507795602208,8.904289161262655,7.767738767650633,7.072771028974507,1.1023512207080086,16.444627329988567,29.258622971215683,23.542553842181864,10.491808159996438,9.420750344353166,8.26570804898758,1.5107040335573902,12.885159018045831,23.398043422085742,21.427137015084188,9.182202499540802,8.061932326080317,6.994804509947445,1.1556938546162656,0.2,0.3,1.0,1.195214148,1.5,1.8,1.4,1.0,1.359256999,77.14981646,76.75739624,1.177260678,0.627872362,0.549388317,0.01525941,0.008138352,0.007121058,394.9019089,81,1.0,0.0,0.9999999999999999,0.0,False
CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:Ward 50 Precinct 27, ,TRUE,, , ,,, ,,0.706552709,0.074074065,0.025641028,0.188034195,1.16e-09,6.15e-10,0.4456,0.8191,0.1809,0.7769,0.1172,0.0,0.0099,0.096,0.025229408,0.034403677,0.061926605,0.077981685,0.17201832,0.110091738,0.208715567,0.165137596,0.144495405,0.019157101,0.068965519,0.072796934,0.038314173,0.030651339,0.015325678,0.057471254,0.049808423,0.019157085,0.042145593,0.222222192,0.180076605,0.068965525,0.053639856,0.034482801,0.02681992,50027.0,0.40697096,0.181818182,44.0,-0.191489362,47.0,0.252747253,91.0,61.9,65819,204,96,1.788035285,-0.980668998,-0.355559678,-0.195529638,-0.150290253,0.064069243,-0.234216038,-0.477286647,-0.150290253,complete,CITY OF CHICAGO,Ward 50 Precinct 27,1,0,0,,0,0,0,102,68,45,47,36,24,0.06538,17.683720691880982,12,0.80062,30.556419510496607,21,0.12114,20.159018047308905,14,0.00466,9.74707292128828,7,0.00338,8.69144698658449,6,0.00474,9.223902112754605,6,8e-05,1.316998236392775,1,CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:WARD 50 PRECINCT 27,1.8,72.71766903,3.68117071,3.68117071,3.68117071,3.68117071,5.195306715,3.68117071,3.68117071,15.675012373116962,26.253961811112504,17.157972830213133,8.33104364408457,7.213959355250787,7.948353167214737,0.946704545848192,17.96431853459775,31.06371951838681,20.526320966881872,9.86997719458125,8.814454941802477,9.360588721324383,1.3353948527061152,14.082122156416796,24.75382316001282,18.78003188927524,8.608956982362717,7.508152913680471,7.870386648187676,1.000047179756449,0.2,0.3,1.0,1.229592428,1.5,1.8,1.4,1.0,1.512172583,39.45230639,39.25163342,0.602018915,0.321076754,0.280942161,0.01525941,0.008138352,0.007121058,295.3317808,68,1.0,0.0,1.0000000000000002,0.0,False
COOK:8200007,COOK:8200007,COOK:Niles Precinct 7,,,True,,,,,TRUE,,0.522771413,0.083520746,0.067549829,0.324468598,0.013012827,2.69e-06,0.3107,0.6366,0.3634,0.7237,0.0522,0.0774,0.0107,0.1159,0.093529137,0.195945804,0.111155215,0.089269126,0.143808553,0.092408578,0.163102072,0.085070079,0.025711436,0.055323576,0.010740555,0.00660951,0.028894338,0.029731102,0.011598854,0.013217197,0.018179746,5.9e-06,0.17666721,0.179125397,0.101648265,0.081861003,0.114804139,0.100863484,0.070729726,,-0.113144484,0.357512953,193.0,-0.151162791,172.0,0.456628478,611.0,48.5,72480,1124,736,-0.427747131,0.097811184,-0.214022485,0.453080801,-0.001346943,-0.022719408,-0.039607559,0.038896412,-0.001346943,complete,COOK,Niles Precinct 7,0,0,1,Niles,1,0,0,575,383,255,285,214,143,0.0415,19.59452987655211,75,0.9338,35.647503846636084,137,0.02178,17.075340407916023,65,0.00072,8.104480902811396,31,0.0002,4.582874105828147,18,0.00198,10.290811110161325,39,2e-05,1.365680675509289,5,COOK:8200007,COOK:8200007,COOK:NILES PRECINCT 7,1.0,66.72182819,4.751872893,4.751872893,4.751872893,4.751872893,4.766934455,4.751872893,4.751872893,16.803257206388494,29.514231919991886,14.006689169748938,6.739973025792354,3.5826983773790193,8.617411371115779,0.9711707588951253,20.04328726586767,36.41288138486383,17.509980803194484,8.305119799560227,4.6600995359661574,10.5703652299436,1.4330407108847028,15.21036698968833,28.014093268892204,15.628748228811045,7.017886364070501,3.876891935808703,8.539444852088717,1.0245133928033823,1.0,0.3,0.2,1.098683647,1.000023076,1.000036922,1.000018461,1.399981539,1.6,740.6038422,734.442896,9.398783005,6.748332926,2.650450079,0.012690702,0.009111933,0.003578769,3160.47,383,1.0,0.0,0.0,0.999999999999999,False
COOK:8200002,COOK:8200002,COOK:Niles Precinct 2,,,,,,,,TRUE,,0.608826056,0.088646262,0.031417533,0.264079974,0.009848961,7.65e-07,0.2553,0.7197,0.2803,0.8584,0.0484,0.0118,0.0307,0.0425,0.072189062,0.101695263,0.107757572,0.105483997,0.051111139,0.256726506,0.10733046,0.082473716,0.115232285,0.034442017,0.013772391,0.077085841,0.067466568,0.022033654,0.026193571,0.033047867,0.067449635,0.044056113,0.027573702,0.123943625,0.136357091,0.046872152,0.077120177,0.144617925,0.057967668,,0.072142555,0.286956522,115.0,-0.503759398,133.0,0.276315789,456.0,54.9,70514,845,438,0.361607939,-0.335290565,-1.451557263,-0.120550696,-0.567764166,-0.386447646,-0.78078609,-0.513106063,-0.567764166,complete,COOK,Niles Precinct 2,0,0,1,Niles,1,0,0,342,228,152,225,169,113,0.11644,18.223630659267027,42,0.58816,26.495773637688817,60,0.26902,22.102171927828522,50,0.0071,9.572048019191406,22,0.00768,9.587333500610013,22,0.01136,10.33174053793049,24,0.00024,1.1413573163399933,3,COOK:8200002,COOK:8200002,COOK:NILES PRECINCT 2,1.0,83.49235642,1.757090063,1.757090063,1.757090063,1.757090063,5.965103197,1.757090063,1.757090063,15.40406128017889,21.696519615823043,17.79971804542834,7.749378195581288,7.580743269631069,8.41557550038971,0.7465588428846325,18.502364065162574,26.896507084481378,22.50547195435603,9.6756637217117,9.744332212008986,10.439395995960549,1.1710396965994627,13.811171063478724,20.19638096472336,19.421777104490445,8.027291533859435,7.874936828060752,8.33760898136265,0.7999014767928895,1.0,0.3,0.2,1.000043383,1.031673159,1.050677054,1.025338527,1.374661473,1.6,913.8157554,912.8121204,4.421621085,1.475471437,2.946149648,0.004838635,0.001614627,0.003224008,2536.73,132,0.933878355,0.0,0.9999999999999629,0.0,False
COOK:8200026,COOK:8200026,COOK:Niles Precinct 26,,,,,,,,TRUE,,0.597709288,0.102954059,0.02211904,0.281385559,0.004889029,0.002980923,0.372,0.9297,0.0703,0.7539,0.0552,0.0,0.042,0.1457,0.130455901,0.13694335,0.092147644,0.104934843,0.136734535,0.129639609,0.140480777,0.091129724,0.037533617,0.052358805,0.013799329,0.011876476,0.04741959,0.006178124,3.23e-05,0.019020119,0.008272376,0.007548515,0.021988493,0.031939657,0.113219177,0.112184012,0.060291759,0.211730766,0.282140529,,0.106855302,0.229813665,161.0,-0.15625,128.0,0.20950324,463.0,51.3,147459,938,466,0.50949029,-0.686054782,-0.231877444,-0.333102473,-0.259522876,-0.185386102,-0.268821144,-0.345551152,-0.259522876,complete,COOK,Niles Precinct 26,0,0,1,Niles,1,0,0,365,243,162,231,174,116,0.057,16.765601540189046,41,0.77488,29.868195598642654,73,0.15204,20.812159843235168,51,0.00546,9.801617997528785,24,0.00458,9.148420262817467,22,0.0058,9.557578392973229,23,0.00024,1.4366616431706078,3,COOK:8200026,COOK:8200026,COOK:NILES PRECINCT 26,1.0,76.31740855,3.038350284,3.038350284,3.038350284,3.038350284,5.452489751,3.038350284,3.038350284,14.804154110104477,25.516147961399483,17.60681309983257,8.33984040631241,7.5806326487026086,8.217550282960639,0.9714253418169683,17.017003216442948,30.353424257707257,21.199116312052745,9.941572142425393,9.308560579411129,9.740055829859187,1.3750423923820152,13.211263893404311,24.0160093102998,19.228872158894678,8.617753744590557,7.874826207132292,8.139583763933578,1.0247679757252253,1.0,0.3,0.2,1.000893101,1.001512364,1.002419782,1.001209891,1.398790109,1.6,610.2076325,608.167818,8.751722889,3.732128455,5.019594434,0.014342205,0.006116162,0.008226043,2550.47,121,0.915779827,0.0,0.9999999999999988,0.0,False
COOK:8200053,COOK:8200053,COOK:Niles Precinct 53,,,,,,,,TRUE,,0.52383997,0.061480265,0.035265486,0.375667828,0.008549417,0.000537505,0.4863,0.6561,0.3439,0.7176,0.0238,0.0,0.0442,0.1966,0.084820234,0.101543511,0.037219728,0.243948507,0.096964695,0.161699885,0.07612575,0.110341228,0.087336461,0.043382411,5.51e-06,0.011752621,0.019013764,0.043394641,0.050654686,0.028926444,0.013605392,0.01355541,0.129244021,0.10756507,0.125677116,0.031693076,0.031704751,0.104009301,0.245815789,,-0.201578159,0.287356322,261.0,-0.290322581,248.0,0.380239521,668.0,51.0,82738,1059,697,-0.804489996,-0.332836443,-0.702442046,0.210063451,-0.397221463,-0.407426258,-0.456224621,0.012548274,-0.397221463,complete,COOK,Niles Precinct 53,0,0,1,Niles,1,0,0,545,363,242,272,204,136,0.05714,16.8229637847306,61,0.77436,29.903978203148117,109,0.15138,20.785813954256657,75,0.00514,9.825436766755338,36,0.0054,9.145482214922119,33,0.00654,9.552826566782175,35,4e-05,1.429616578806019,5,COOK:8200053,COOK:8200053,COOK:NILES PRECINCT 53,1.0,80.00830218,2.37925209,2.37925209,2.37925209,2.37925209,5.716185284,2.37925209,2.37925209,14.802716466000424,25.512774621128383,17.6077747943884,8.338858939528151,7.585164197836585,8.218027393669724,0.9711163560147213,17.01530523491997,30.349390011943807,21.20031727748644,9.940412014124142,9.31402762300802,9.740648397653562,1.374674171144722,13.209826249300258,24.0126359700287,19.229833853450508,8.616772277806298,7.879357756266269,8.140060874642662,1.0244589899229783,1.0,0.3,0.2,1.000205559,1.012293777,1.019670043,1.009835022,1.390164978,1.6,737.5214156,732.4074396,12.27383455,6.136836134,6.136998415,0.016642004,0.008320892,0.008321112,3048.19,363,1.0,0.0,0.9999999999999988,0.0,False
COOK:8200059,COOK:8200059,COOK:Niles Precinct 59,,,,,,,,TRUE,,0.575022542,0.075403271,0.025132739,0.318299371,0.010605298,0.000558563,0.3969,0.9592,0.0408,0.767,0.0748,0.0,0.007,0.1506,0.151011427,0.144104641,0.072623965,0.155617938,0.114916695,0.14987753,0.119160775,0.023902049,0.06878498,0.002427017,0.032346654,0.025163443,0.013197327,8.97e-06,0.002416579,0.0167927,0.023973863,0.025171173,0.018005244,0.04316517,0.151040115,0.099534933,0.107904284,0.197784846,0.241067687,,0.031958344,0.404255319,235.0,-0.051020408,196.0,0.285294118,680.0,48.6,135833,1132,684,0.190416199,0.3847333,0.137454754,-0.091987802,0.149857968,0.155154113,0.146318096,-0.36517713,0.149857968,complete,COOK,Niles Precinct 59,0,0,1,Niles,1,0,0,534,356,237,282,212,141,0.04118,19.52548262045259,70,0.93362,35.654746270674025,127,0.02196,17.031161577140114,61,0.00094,8.14248412766746,29,0.00024,4.647716552520225,17,0.00204,10.385720647613988,37,2e-05,1.3978897029647266,5,COOK:8200059,COOK:8200059,COOK:NILES PRECINCT 59,1.0,60.73266932,6.117850301,6.117850301,6.117850301,6.117850301,4.339039589,6.117850301,4.339039589,16.80360422313572,29.51484748647478,14.007220115105921,6.739424690542622,3.5824071314427695,8.617756399326794,0.9713105025580415,20.043452076053928,36.41313721719193,17.510366960746747,8.304315019149787,4.659669461751163,10.570644510836416,1.4331894845507036,15.210714006435557,28.014708835375096,15.629279174168028,7.0173380288207685,3.876600689872453,8.539789880299733,1.0246531364662985,1.0,0.3,0.2,1.007284279,1.000220373,1.000352597,1.000176299,1.399823701,1.6,458.4577968,455.7560789,4.502985773,2.251257648,2.251728125,0.009822029,0.004910501,0.004911528,1937.19,356,1.0,0.0,0.0005322292652937956,0.9994677707347084,False
COOK:8300027,COOK:8300027,COOK:Northfield Precinct 27,,,,,,,,TRUE,,0.437793071,0.089391292,0.065904886,0.395352981,0.013961799,0.001194928,0.2952,0.27,0.73,0.7813,0.101,0.0,0.0098,0.0993,0.159125692,0.077494058,0.114553367,0.082758559,0.135310736,0.111662098,0.116523921,0.081204053,0.121367516,0.040131663,0.071967418,0.03112693,0.047449501,0.069469157,0.070987714,0.027853365,0.000151877,0.067740594,0.069285791,0.062623925,0.176786838,0.067013183,0.056500485,0.103531315,0.037380242,,-0.02592563,0.180952381,105.0,-0.178294574,129.0,0.24742268,388.0,53.3,60919,778,457,-0.056179616,-0.985983608,-0.30924894,-0.212468783,-0.416277169,-0.390970237,-0.39993291,-0.204775457,-0.416277169,complete,COOK,Northfield Precinct 27,0,0,0,Northfield,1,0,0,357,238,159,200,150,100,0.04096,19.611608882887833,47,0.93478,35.67472470381422,85,0.0208,16.995108542248243,40,0.00102,8.152443013430617,19,0.00016,4.587190846004504,11,0.00228,10.300853417634112,25,0.0,1.4505499590868203,3,COOK:8300027,COOK:8300027,COOK:NORTHFIELD PRECINCT 27,1.0,80.4526771,2.299898216,2.299898216,2.299898216,2.299898216,5.747933606,2.299898216,2.299898216,16.802246513547964,29.511805273415902,14.007576956269302,6.739065190599247,3.5861068008236705,8.617874457856633,0.9709716128482277,20.041986552009316,36.40974681440234,17.511039317520083,8.303970717570998,4.664326102134384,10.570916249389398,1.4327889772541615,15.209356296847796,28.01166662231622,15.629636015331409,7.016978528877393,3.8803003592533543,8.539907938829572,1.0243142467564847,1.0,0.3,0.2,1.000000002,1.000000028,1.000000045,1.000000023,1.399999977,1.000005417,399.3976497,398.8912727,4.500695499,2.983373997,1.517321503,0.011268708,0.007469683,0.003799025,2931.14,238,0.999685576,0.0,0.0,0.0114588688467176,False
COOK:8300033,COOK:8300033,COOK:Northfield Precinct 33,,,,,,,,TRUE,,0.481759525,0.073461187,0.029387786,0.410908563,0.002564887,1.5e-07,0.4861,0.7301,0.2699,0.8704,0.0058,0.0,0.0008,0.1161,0.051069087,0.095748967,0.054061192,0.183091192,0.108188449,0.174823201,0.141560858,0.099876042,0.091581011,0.027993994,0.020490763,0.038748187,0.059183125,0.023690731,0.033382859,0.171094367,0.100072757,0.015101947,0.052977367,0.058118552,0.085121179,0.076548852,0.062548764,0.072244476,0.10268208,,0.177601482,0.25,48.0,-0.344262295,61.0,0.216117216,273.0,53.7,51933,533,263,0.810881344,-0.562143511,-0.891758309,-0.312061331,-0.409034417,-0.238770452,-0.539631989,-0.201438124,-0.409034417,complete,COOK,Northfield Precinct 33,0,0,0,Northfield,1,0,0,206,137,91,136,102,68,0.04192,19.554733474985763,27,0.93344,35.63994580571154,49,0.02182,17.029661427990263,23,0.00088,8.190405594693365,11,0.00018,4.589278517630749,6,0.00174,10.325307131226817,14,2e-05,1.439485225609744,2,COOK:8300033,COOK:8300033,COOK:NORTHFIELD PRECINCT 33,1.0,80.28554724,2.329743288,2.329743288,2.329743288,2.329743288,5.73599303,2.329743288,2.329743288,16.802244790411674,29.511616269215324,14.008288473560789,6.738333018103553,3.5868593642870135,8.61830343224261,0.9710319022359912,20.04174497190457,36.4090445633155,17.511677904724795,8.302949928512625,4.665200690049879,10.57131515840069,1.4328415133726142,15.209354573711508,28.01147761811564,15.630347532622896,7.0162463563817,3.881052922716697,8.54033691321555,1.0243745361442482,1.0,0.3,0.2,1.000000034,1.000003875,1.000006199,1.0000031,1.3999969,1.000228011,426.4016665,425.9263992,1.725375387,0.439633453,1.285741934,0.004046362,0.001031031,0.00301533,1082.19,43,0.865413964,0.0,0.0,0.9492810407305653,False
COOK:8300043,COOK:8300043,COOK:Northfield Precinct 43,,,,,,,,TRUE,,0.657690264,0.011790302,0.010915841,0.310326666,0.004199327,9.62e-07,0.4503,0.8579,0.1421,0.7455,0.11,0.0001,0.0002,0.1209,0.113029634,0.070981225,0.047935287,0.122266951,0.109551205,0.155897933,0.072198007,0.147076887,0.161062873,0.015981025,0.014443229,0.013031587,0.015918284,0.014449827,0.01446445,0.004384193,0.001564894,6.32e-05,0.053565045,0.099806572,0.143108311,0.086722563,0.094017922,0.088368798,0.340110064,,-0.427180367,0.5,168.0,-0.102564103,156.0,0.193162393,585.0,57.0,130982,783,568,-1.765594711,0.972449942,-0.043452022,-0.385087858,-0.133206893,-0.305421162,-0.080813065,-0.471224087,-0.133206893,complete,COOK,Northfield Precinct 43,0,0,0,Northfield,1,0,0,444,296,197,197,148,99,0.0426,19.84963977647343,59,0.93472,35.80653751745738,106,0.01998,16.828504198011203,50,0.00074,8.153734457043372,24,0.0002,4.425683418724654,13,0.00176,10.213586427036534,30,0.0,1.4929214264212336,4,COOK:8300043,COOK:8300043,COOK:NORTHFIELD PRECINCT 43,1.0,72.0956372,3.792249514,3.792249514,3.792249514,3.792249514,5.150865712,3.792249514,3.792249514,17.055844831149283,29.728193765075847,13.877571950676922,6.736412390166423,3.4770446134420245,8.539986885818779,0.9641339871528853,20.32284227715727,36.61534545199614,17.314866898223006,8.285044573456975,4.520323281690963,10.455222832358647,1.4211294153976735,15.462954614449117,28.228055113976165,15.499631009739028,7.01432572844457,3.7712381718717083,8.462020366791718,1.0174766210611423,1.0,0.3,0.2,1.000000076,1.000000023,1.000000037,1.000000019,1.399999981,1.000046327,233.1007269,232.8893167,0.842641354,0.164729332,0.677912022,0.003614924,0.000706687,0.002908236,991.46,0,0.057568774,0.0,0.0,0.9992581504089921,False
COOK:8300049,COOK:8300049,COOK:Northfield Precinct 49,,,,,,,,TRUE,,0.52831508,0.048237719,0.03534653,0.388902766,0.00401713,0.0,0.4813,0.7423,0.2577,0.6716,0.1161,0.0,0.0002,0.2014,0.116666557,0.172585758,0.06451288,0.088709529,0.182261918,0.122041466,0.147849705,0.074728442,0.030643746,0.014679165,0.016311465,0.013046866,0.011419179,0.011416873,0.0,0.078306559,0.013049172,0.0,0.06525047,0.047311318,0.115826386,0.009782267,0.086456527,0.057093585,0.46005017,,-0.269352965,,,-0.203703704,108.0,,,50.2,165014,669,382,-1.093222478,,-0.398429271,,,,,-0.16662278,-0.16662278,demographic_only,COOK,Northfield Precinct 49,0,0,0,Northfield,1,0,0,299,199,133,170,128,85,0.0409,19.58802489017743,39,0.93446,35.638567060868596,71,0.02122,17.093751771027172,34,0.00094,8.10248050041295,16,0.00026,4.571408172329053,9,0.00216,10.404851538172535,21,6e-05,1.446155740846124,3,COOK:8300049,COOK:8300049,COOK:NORTHFIELD PRECINCT 49,1.0,73.29700725,3.577715879,3.577715879,3.577715879,3.577715879,5.236697477,3.577715879,3.577715879,16.8025253951823,29.512317849927733,14.00793500721037,6.73869515790615,3.5858005408784206,8.618110342898914,0.9710780566700723,20.04214215967383,36.41001983180379,17.511288076423156,8.303422468341388,4.663896560514072,10.571102211486085,1.4329034220383527,15.209635178482134,28.01217919882805,15.629994066272477,7.016608496184297,3.8799940993081043,8.540143823871853,1.0244206905783293,1.0,0.3,0.2,1.000000021,1.000000336,1.000000537,1.000000269,1.399999731,1.000079597,304.3368166,304.1108798,0.677810282,0.0,0.677810282,0.002227171,0.0,0.002227171,1597.98,199,1.0,0.0,0.0,1.0000000000000002,False
COOK:8300051,COOK:8300051,COOK:Northfield Precinct 51,,,,,,,,TRUE,,0.669932263,0.045271922,0.01841806,0.25326262,0.007179084,0.001560917,0.4967,0.5251,0.4749,0.6186,0.1288,0.0,0.0,0.2526,0.078802891,0.145784984,0.033276447,0.047230771,0.109341923,0.210536425,0.088267441,0.145019132,0.141739986,0.074022154,0.036007526,0.017024795,0.048495766,0.032506801,0.102003296,0.048493306,0.0,0.015538605,0.013518004,0.026041551,0.040616581,0.114056491,0.053556611,0.065665444,0.312453074,,-0.395697855,0.510703364,327.0,-0.259475219,343.0,-0.045630317,1293.0,57.8,110024,1971,1270,-1.631473724,1.038151192,-0.594174744,-1.144762735,-0.479335105,-0.583065003,-0.481557053,-0.283909151,-0.479335105,complete,COOK,Northfield Precinct 51,0,0,0,Northfield,1,0,0,993,662,441,487,366,244,0.1085,21.603265294872138,143,0.84092,32.660724535560405,216,0.04494,17.913474717767425,119,0.0011,7.800749675562482,52,0.00022,4.554363025712585,30,0.00426,10.960278907827963,73,6e-05,1.1580993607437697,8,COOK:8300051,COOK:8300051,COOK:NORTHFIELD PRECINCT 51,1.0,81.81980374,2.055764738,2.055764738,2.055764738,2.055764738,5.845607834,2.055764738,2.055764738,17.75715114762269,25.995126941181034,14.01811614991963,6.145258450608084,3.4332514297461847,8.706637850239131,0.7364908728896845,22.130839621536303,33.43114502311593,18.39650048849606,7.923934937567181,4.68218067324066,11.16255751037881,1.2076164759457257,16.164260930922524,24.494988290081352,15.640175208981736,6.423171788886231,3.7274449881758684,8.62867133121207,0.7898335067979415,1.0,0.3,0.2,1.000002221,1.000001079,1.000001727,1.000000863,1.399999137,1.003164534,755.6133524,755.0740467,4.849174393,1.077980119,3.771194273,0.006417534,0.001426629,0.004990905,2880.99,662,1.0,0.0,0.0,1.0000000000000004,False
COOK:8300053,COOK:8300053,COOK:Northfield Precinct 53,,,,,,,,TRUE,,0.677387491,0.016466326,0.010968177,0.288771029,0.000919245,0.000913098,0.5002,0.666,0.334,0.6394,0.1218,0.0,0.0,0.2302,0.135009569,0.124270733,0.031329374,0.06980691,0.15913233,0.118119582,0.165367521,0.125266341,0.071697642,0.026571614,0.012080275,0.024145265,0.004848554,0.012079515,0.009665958,1.21e-05,1.71e-05,0.007240861,0.02419845,0.048359145,0.111152126,0.058004027,0.077310963,0.161747618,0.422566502,,-0.482417313,0.54973822,191.0,-0.283236994,173.0,0.143369176,558.0,57.4,176063,772,529,-2.000913725,1.27776173,-0.677573229,-0.543495776,-0.353721201,-0.48605525,-0.392024796,-0.401592789,-0.353721201,complete,COOK,Northfield Precinct 53,0,0,0,Northfield,1,0,0,414,276,184,183,138,92,0.0444,19.902344921952526,55,0.93514,35.84320296662487,99,0.01798,16.78359205616943,46,0.00076,8.12566431444666,22,0.00016,4.459680566930022,12,0.00152,10.170926638934896,28,4e-05,1.3939468269539779,4,COOK:8300053,COOK:8300053,COOK:NORTHFIELD PRECINCT 53,1.0,78.93604899,2.570728793,2.570728793,2.570728793,2.570728793,5.63957826,2.570728793,2.570728793,17.106562758597732,29.771523254857662,13.851357554580236,6.736101432656733,3.455011986765037,8.524280554204609,0.9627477674128728,20.378964984464258,36.65657971227957,17.275526267623345,8.281573597973466,4.49132944128255,10.432014607959914,1.4187861186975408,15.513672541897567,28.27138460375798,15.473416613642343,7.01401477093488,3.749205545194721,8.446314035177547,1.0160904013211298,1.0,0.3,0.2,1.000000826,1.000000071,1.000000114,1.000000057,1.399999943,1.0002895,460.7456873,460.3405834,2.505402954,0.468048104,2.03735485,0.005437713,0.001015849,0.004421864,1749.24,276,0.999265012,0.0,0.0,1.0,False
